rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1426453395210173185,,0,,1426453395,209723325,'',,,0.723334014416,-0.0686075612903,-0.0978269651532,,0.0,0.0,0.0,1.0
1426453395261884583,,1,,1426453395,261580706,'',,,0.890273988247,-0.060918033123,0.0904748141766,,0.0,0.0,0.0,1.0
1426453395315327879,,2,,1426453395,315164790,'',,,0.976012408733,-0.0573274865746,0.172209620476,,0.0,0.0,0.0,1.0
1426453395371088268,,3,,1426453395,367984918,'',,,1.13554513454,-0.0596276931465,0.307831376791,,0.0,0.0,0.0,1.0
1426453395418590656,,4,,1426453395,418314087,'',,,1.21178102493,-0.0585931539536,0.360612809658,,0.0,0.0,0.0,1.0
1426453395470486786,,5,,1426453395,470261672,'',,,1.3598793745,-0.061308413744,0.444486439228,,0.0,0.0,0.0,1.0
1426453395520308550,,6,,1426453395,520071938,'',,,1.42958056927,-0.0602712295949,0.476084500551,,0.0,0.0,0.0,1.0
1426453395576713520,,7,,1426453395,576416819,'',,,1.57959890366,-0.0569879822433,0.503450632095,,0.0,0.0,0.0,1.0
1426453395629158956,,8,,1426453395,628670725,'',,,1.73634791374,-0.0573638826609,0.475856989622,,0.0,0.0,0.0,1.0
1426453395683035278,,9,,1426453395,682855710,'',,,1.80140709877,-0.0546964667737,0.449233174324,,0.0,0.0,0.0,1.0
1426453395732304702,,10,,1426453395,732075764,'',,,1.94244980812,-0.0636286735535,0.355171114206,,0.0,0.0,0.0,1.0
1426453395780981177,,11,,1426453395,780799646,'',,,2.01347088814,-0.057781804353,0.290570646524,,0.0,0.0,0.0,1.0
1426453395833600175,,12,,1426453395,833376508,'',,,2.14036774635,-0.0695030540228,0.127969443798,,0.0,0.0,0.0,1.0
1426453395885473302,,13,,1426453395,885340713,'',,,2.2044916153,-0.0743814483285,0.0306105334312,,0.0,0.0,0.0,1.0
1426453395935907855,,14,,1426453395,935657743,'',,,2.32083916664,-0.0819097235799,-0.191141620278,,0.0,0.0,0.0,1.0
1426453395986791612,,15,,1426453395,986632691,'',,,2.37419652939,-0.0872877016664,-0.319608569145,,0.0,0.0,0.0,1.0
1426453396040002563,,16,,1426453396,38293285,'',,,2.47053599358,-0.0910545960069,-0.581238687038,,0.0,0.0,0.0,1.0
1426453396091063846,,17,,1426453396,90881453,'',,,2.51305603981,-0.0904755964875,-0.697615861893,,0.0,0.0,0.0,1.0
1426453396143759111,,18,,1426453396,142063137,'',,,2.60294437408,-0.0948283150792,-0.999671876431,,0.0,0.0,0.0,1.0
1426453396246968006,,19,,1426453396,246725481,'',,,2.62746071815,-0.105479642749,-1.04301261902,,0.0,0.0,0.0,1.0
1426453396294971055,,20,,1426453396,294797927,'',,,2.65894293785,-0.110495038331,-0.978550076485,,0.0,0.0,0.0,1.0
1426453396345946701,,21,,1426453396,345810715,'',,,2.64693903923,-0.114447087049,-0.967598378658,,0.0,0.0,0.0,1.0
1426453396393281165,,22,,1426453396,393045240,'',,,2.62864112854,-0.116844467819,-0.971991956234,,0.0,0.0,0.0,1.0
1426453396445786976,,23,,1426453396,444842486,'',,,2.62249922752,-0.130563721061,-0.980491280556,,0.0,0.0,0.0,1.0
1426453396496994622,,24,,1426453396,496815366,'',,,2.61694478989,-0.13836184144,-1.02460622787,,0.0,0.0,0.0,1.0
1426453396548946764,,25,,1426453396,548408144,'',,,2.618683815,-0.143632516265,-1.05254638195,,0.0,0.0,0.0,1.0
1426453397581533193,,26,,1426453397,580445568,'',,,0.79162055254,0.00222839927301,-0.210630327463,,0.0,0.0,0.0,1.0
1426453397630151431,,27,,1426453397,629519587,'',,,0.972264885902,0.0226677916944,-0.0656944215298,,0.0,0.0,0.0,1.0
1426453397684396097,,28,,1426453397,684204103,'',,,1.06758189201,0.0330020077527,-7.60829352657e-05,,0.0,0.0,0.0,1.0
1426453397731103168,,29,,1426453397,730840170,'',,,1.24176633358,0.0488797239959,0.0944469720125,,0.0,0.0,0.0,1.0
1426453397783023502,,30,,1426453397,782859898,'',,,1.32733392715,0.0551392920315,0.127381920815,,0.0,0.0,0.0,1.0
1426453397831927617,,31,,1426453397,831598174,'',,,1.49939525127,0.0657113194466,0.176984623075,,0.0,0.0,0.0,1.0
1426453397884547207,,32,,1426453397,884372778,'',,,1.58507359028,0.0725653991103,0.181249633431,,0.0,0.0,0.0,1.0
1426453397932352799,,33,,1426453397,932084643,'',,,1.75236558914,0.0829590037465,0.164442077279,,0.0,0.0,0.0,1.0
1426453397986032291,,34,,1426453397,985847321,'',,,1.83605206013,0.0919695943594,0.13978458941,,0.0,0.0,0.0,1.0
1426453398034385807,,35,,1426453398,34127557,'',,,2.04438447952,0.102759972215,0.0247751660645,,0.0,0.0,0.0,1.0
1426453398086714677,,36,,1426453398,86545514,'',,,2.07970643044,0.111871145666,-0.0112272137776,,0.0,0.0,0.0,1.0
1426453398140816935,,37,,1426453398,139314932,'',,,2.22849273682,0.124410912395,-0.164413318038,,0.0,0.0,0.0,1.0
1426453398191232851,,38,,1426453398,191055092,'',,,2.29483151436,0.130153238773,-0.26099050045,,0.0,0.0,0.0,1.0
1426453398242778149,,39,,1426453398,242530915,'',,,2.40773129463,0.131786823273,-0.46751627326,,0.0,0.0,0.0,1.0
1426453398293020209,,40,,1426453398,292818383,'',,,2.46687150002,0.137961417437,-0.56987208128,,0.0,0.0,0.0,1.0
1426453398348712196,,41,,1426453398,348521641,'',,,2.58440470695,0.148026183248,-0.813914239407,,0.0,0.0,0.0,1.0
1426453398400824951,,42,,1426453398,400081922,'',,,2.65215969086,0.157597526908,-1.04645192623,,0.0,0.0,0.0,1.0
1426453398507269213,,43,,1426453398,506958921,'',,,2.68656420708,0.190528556705,-1.04766702652,,0.0,0.0,0.0,1.0
1426453398558358772,,44,,1426453398,558213208,'',,,2.69190382957,0.203900158405,-1.02874875069,,0.0,0.0,0.0,1.0
1426453398613532416,,45,,1426453398,613385994,'',,,2.69552636147,0.223119914532,-1.02569234371,,0.0,0.0,0.0,1.0
1426453398663583987,,46,,1426453398,663383092,'',,,2.6906003952,0.227977454662,-1.05668723583,,0.0,0.0,0.0,1.0
1426453398715761855,,47,,1426453398,715565444,'',,,2.69487452507,0.225414648652,-1.06761074066,,0.0,0.0,0.0,1.0
1426453399740077539,,48,,1426453399,738452108,'',,,0.79799592495,-0.0523148141801,-0.185158371925,,0.0,0.0,0.0,1.0
1426453399792774844,,49,,1426453399,792592072,'',,,0.884854912758,-0.0551982708275,-0.10693988204,,0.0,0.0,0.0,1.0
1426453399845495853,,50,,1426453399,843620265,'',,,1.06106948853,-0.0526295602322,0.0258219465613,,0.0,0.0,0.0,1.0
1426453399894940630,,51,,1426453399,894720129,'',,,1.15166723728,-0.0475844480097,0.0806503519416,,0.0,0.0,0.0,1.0
1426453399945775703,,52,,1426453399,945464901,'',,,1.33127999306,-0.044216401875,0.165120631456,,0.0,0.0,0.0,1.0
1426453399994716090,,53,,1426453399,994495319,'',,,1.41344714165,-0.0445606857538,0.188092142344,,0.0,0.0,0.0,1.0
1426453400042580764,,54,,1426453400,42178459,'',,,1.58301198483,-0.0525876507163,0.221948072314,,0.0,0.0,0.0,1.0
1426453400094005426,,55,,1426453400,93804388,'',,,1.66656517982,-0.0534990690649,0.225779116154,,0.0,0.0,0.0,1.0
1426453400141776863,,56,,1426453400,141575546,'',,,1.84671795368,-0.0627133995295,0.185197740793,,0.0,0.0,0.0,1.0
1426453400196225041,,57,,1426453400,196020867,'',,,1.92778301239,-0.063655436039,0.14980968833,,0.0,0.0,0.0,1.0
1426453400247207300,,58,,1426453400,245022431,'',,,2.08019065857,-0.0707287713885,0.0412448123097,,0.0,0.0,0.0,1.0
1426453400295964716,,59,,1426453400,295759924,'',,,2.16312074661,-0.070936344564,-0.0339647345245,,0.0,0.0,0.0,1.0
1426453400350092655,,60,,1426453400,349313190,'',,,2.31090307236,-0.0767133012414,-0.209413141012,,0.0,0.0,0.0,1.0
1426453400401828474,,61,,1426453400,401526772,'',,,2.44168066978,-0.0826161876321,-0.413252383471,,0.0,0.0,0.0,1.0
1426453400451578496,,62,,1426453400,451383606,'',,,2.50207185745,-0.0829042345285,-0.51870828867,,0.0,0.0,0.0,1.0
1426453400498890270,,63,,1426453400,498705293,'',,,2.61937427521,-0.085385479033,-0.7725263834,,0.0,0.0,0.0,1.0
1426453400553091563,,64,,1426453400,552977102,'',,,2.68153715134,-0.0920495614409,-0.911911606789,,0.0,0.0,0.0,1.0
1426453400655015461,,65,,1426453400,654798832,'',,,2.75076508522,-0.0922208577394,-1.06498098373,,0.0,0.0,0.0,1.0
1426453400705439935,,66,,1426453400,704781643,'',,,2.76682543755,-0.0899389013648,-1.00553250313,,0.0,0.0,0.0,1.0
