rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1426453742646139379,,0,,1426453742,644817947,'',,,0.658181965351,0.0118205789477,-0.222311645746,,0.0,0.0,0.0,1.0
1426453742694818650,,1,,1426453742,694604979,'',,,0.806313812733,0.0289683826268,-0.0700180232525,,0.0,0.0,0.0,1.0
1426453742742949681,,2,,1426453742,742438237,'',,,0.897786259651,0.0375811681151,0.00843272171915,,0.0,0.0,0.0,1.0
1426453742795344931,,3,,1426453742,794953182,'',,,0.986768901348,0.042069863528,0.0799611881375,,0.0,0.0,0.0,1.0
1426453742846223052,,4,,1426453742,845922925,'',,,1.18989396095,0.0349580161273,0.182093128562,,0.0,0.0,0.0,1.0
1426453742898004965,,5,,1426453742,897637470,'',,,1.26131522655,0.0450937785208,0.228457018733,,0.0,0.0,0.0,1.0
1426453742948629536,,6,,1426453742,948418141,'',,,1.4024810791,0.0562575906515,0.300241500139,,0.0,0.0,0.0,1.0
1426453742998657249,,7,,1426453742,998371202,'',,,1.56018710136,0.068807117641,0.328827440739,,0.0,0.0,0.0,1.0
1426453743047450811,,8,,1426453743,47087736,'',,,1.65053355694,0.0740369036794,0.322343915701,,0.0,0.0,0.0,1.0
1426453743093294463,,9,,1426453743,93088512,'',,,1.80561995506,0.0807654634118,0.278469264507,,0.0,0.0,0.0,1.0
1426453743141300777,,10,,1426453743,140432337,'',,,1.88635158539,0.0839238464832,0.234161883593,,0.0,0.0,0.0,1.0
1426453743193802150,,11,,1426453743,193494109,'',,,1.96774113178,0.087332084775,0.17521969974,,0.0,0.0,0.0,1.0
1426453743243944354,,12,,1426453743,243658273,'',,,2.11325240135,0.0905177369714,0.0438941270113,,0.0,0.0,0.0,1.0
1426453743295485691,,13,,1426453743,295267116,'',,,2.184040308,0.0918262600899,-0.0408338420093,,0.0,0.0,0.0,1.0
1426453743347728527,,14,,1426453743,345941558,'',,,2.31140565872,0.0878288969398,-0.253259629011,,0.0,0.0,0.0,1.0
1426453743393187825,,15,,1426453743,392998948,'',,,2.35944414139,0.0906195789576,-0.346358895302,,0.0,0.0,0.0,1.0
1426453743441618287,,16,,1426453743,440574540,'',,,2.47954487801,0.09177108109,-0.595488250256,,0.0,0.0,0.0,1.0
1426453743493476385,,17,,1426453743,493249214,'',,,2.53271508217,0.0932740271091,-0.718881070614,,0.0,0.0,0.0,1.0
1426453743549494722,,18,,1426453743,547881145,'',,,2.61588788033,0.0947778746486,-0.981017351151,,0.0,0.0,0.0,1.0
1426453743595743676,,19,,1426453743,595492980,'',,,2.64703321457,0.0954478010535,-1.06310021877,,0.0,0.0,0.0,1.0
1426453743649748853,,20,,1426453743,649172399,'',,,2.65588927269,0.102501124144,-1.0371863842,,0.0,0.0,0.0,1.0
1426453743697294627,,21,,1426453743,697061043,'',,,2.66548252106,0.121841654181,-0.996549904346,,0.0,0.0,0.0,1.0
